value,persona_id
Я люблю свою работу,2677
Люблю шить,2678
У меня есть хобби,2679
Я люблю яблоки.,2680
я мало вижу семью,2681
Я читаю книги.,2682
у меня кот,2683
У меня синтезу глаза.,2684
Люблю мятный чай.,2685
У меня есть два кота,2686
Обожаю фастфуд,2687
люблю рыбалку,2688
Я мечтаю о собаке.,2689
Я люблю свою работу,2690
У меня есть хомяк.,2691
У меня 3 собаки,2692
Нет Высшего образования,2693
От меня ушла жена.,2694
У меня 3 племянника,2695
Я учусь печь пирожные.,2696
С первым мужем встретилась в ОАЭ.,2697
У меня есть два попугая.,2698
У меня свой бизнес.,2699
Я люблю фильмы.,2700
люблю готовить,2701
у меня есть сестра,2702
Я хочу завести рыбок,2703
Я ЖИВУ В БОЛЬШОМ ДОМЕ С СЕМЬЕЙ,2704
Он любит снег.,2705
У меня есть норковая шуба.,2706
Слушаю тяжёлый рок.,2707
Мечтаю стать ветеринаром,2708
Люблю читать классику.,2709
есть сестра,2710
Я общительная,2711
У меня есть три самолета,2712
Волонтер,2713
Мои родители заводчане.,2714
Сплю долго.,2715
Я зооволонтер,2716
Я люблю охоту и рыбалку,2717
Я не ем апельсины.,2718
Хожу в клуб.,2719
Я учу английский.,2720
учусь на журналиста,2721
У меня есть брат близнец,2722
Умею делать заколки.,2723
Я люблю вечеринки.,2724
Я люблю рыбалку.,2725
У меня большой дом,2726
Я закончил школу,2727
Я смотрю аниме.,2728
Я живу с женой,2729
Занимаюсь английским,2730
У меня розовый мотоцикл.,2731
Я социопат.,2732
Не чего не боюсь.,2733
Мне нравится аниме.,2734
У меня двое детей .,2735
Я не люблю спорт.,2736
у меня есть попугай,2737
Есть жена и сын,2738
У меня есть кошка,2739
Я не замужем.,2740
Я люблю своих детей.,2741
У меня есть ребёнок,2742
Я люблю фильмы.,2743
У меня двое детей.,2744
Я люблю море,2745
Мой любимый цвет желтый,2746
я люблю баню,2747
Я люблю книги.,2748
Имею большую семью,2749
Я чертовски одинок,2750
Я бабушка в 45,2751
у меня есть девушка,2752
Хочу стать врачом,2753
Я люблю детективы,2754
У меня дочь.,2755
Я люблю читать,2756
работаю в интернете.,2757
у меня есть дочь,2758
Купил новый телефон.,2759
У меня два племянника,2760
мне нравится пиво,2761
Сейчас не работаю,2762
Мечтал стать гонщиком.,2763
Люблю путешествовать.,2764
Скоро у меня будет новоселье,2765
люблю домашних животных,2766
Увлекаюсь живописью,2767
Хочу помогать людям.,2768
У меня есть парень.,2769
Люблю ездить быстро.,2770
Я люблю печь торты.,2771
